0.164446446	0.057838689	0.14101813	0.055516365	0.164625566	0.061119065	0.165557288	0.095773032	0.149598076	0.072571575
0.065694708	0.056461337	0.045762127	0.053245357	0.066741385	0.052241842	0.074104122	0.052214528	0.075373427	0.069885184
0.059056691	0.051938994	0.066779331	0.104113526	0.0527029	0.03843663	0.05998839	0.049106384	0.064222339	0.034163273
0.048503898	0.103152486	0.045864669	0.032748354	0.047717817	0.032093742	0.036051658	0.032411587	0.04370659	0.050731673
0.040113432	0.029879513	0.03478929	0.038651536	0.048778212	0.050093559	0.039392306	0.037052528	0.041557643	0.034380672
0.036644492	0.030624379	0.03474092	0.035062303	0.040347879	0.030575262	0.047099118	0.034977127	0.045228599	0.081490471
0.031339034	0.028741534	0.032876818	0.033293969	0.044627645	0.044483768	0.03969554	0.042838233	0.042767053	0.03955306
0.044795361	0.034816277	0.054637451	0.030701504	0.048383913	0.03484547	0.036684287	0.057444976	0.035240149	0.028787043
0.044282485	0.047962771	0.035988152	0.0290083	0.039876911	0.037650424	0.035998949	0.030081078	0.035697246	0.031595973
0.037310831	0.065623555	0.033435936	0.030677382	0.041723768	0.028769625	0.033394125	0.04089329	0.038795283	0.054187808
0.036757424	0.031857605	0.030652827	0.032108506	0.033910562	0.0313967	0.035571583	0.027977854	0.036584087	0.035288412
0.036829416	0.042039566	0.040535116	0.041066896	0.03542915	0.041631299	0.032428033	0.032076514	0.033125023	0.028988576
0.031721388	0.045561389	0.035991799	0.036853679	0.04241114	0.031315062	0.033122777	0.032827282	0.031421773	0.029195303
0.033319043	0.030999107	0.035558302	0.02738518	0.033851371	0.027713295	0.032639068	0.026835921	0.033317657	0.031820659
0.032301551	0.027283381	0.032231086	0.028381506	0.033092885	0.046397469	0.033346194	0.031661183	0.030693307	0.042808745
0.032466404	0.034796917	0.034084915	0.028389661	0.035149946	0.03079933	0.032527785	0.041504369	0.029531434	0.036622531
0.02959995	0.0296147	0.033950736	0.030526552	0.03294817	0.039880623	0.034187282	0.039893115	0.035053533	0.027674805
0.030417832	0.029460051	0.03312264	0.041641057	0.034107055	0.035008173	0.028855509	0.029771381	0.028885535	0.032331743
0.031444108	0.03598509	0.029349593	0.029115095	0.031364603	0.027981611	0.030425702	0.030090479	0.031421532	0.030462785
0.032199028	0.038867071	0.034174869	0.029912614	0.030140163	0.04194292	0.031150611	0.038091657	0.029649481	0.028462113
0.029217292	0.03299515	0.031193389	0.026369856	0.029733702	0.028068715	0.030354823	0.031595651	0.027911554	0.027102474
0.028498168	0.027856462	0.029505804	0.028912502	0.031014287	0.026453839	0.02985827	0.027829126	0.028447766	0.026121825
0.029288352	0.030944585	0.028467679	0.029254003	0.029390874	0.028246999	0.029374356	0.030667256	0.027689201	0.029060356
0.029406791	0.03079899	0.029913128	0.034805543	0.029444054	0.037033696	0.028679184	0.025816162	0.029690437	0.037600488
0.028210561	0.033409759	0.028772129	0.028116391	0.029080763	0.028177095	0.02899543	0.026828	0.02875493	0.03714303
0.0289306	0.027032125	0.030211514	0.040385742	0.030526281	0.034975908	0.030569655	0.026258662	0.030207441	0.027423716
0.030582794	0.025878799	0.030945279	0.026001873	0.028839774	0.039594057	0.029683043	0.027765945	0.027584574	0.029264986
0.026580402	0.02809007	0.030672805	0.033138402	0.031584184	0.032748234	0.030077133	0.029814038	0.029341691	0.030626122
0.026672878	0.027518281	0.031676651	0.031517733	0.029334205	0.033490308	0.028134128	0.026953363	0.027555912	0.02566144
0.026821141	0.026290921	0.030079752	0.029528151	0.028595445	0.033933333	0.028401796	0.026145716	0.02721032	0.028078096
0.027964515	0.031353842	0.02688069	0.027275654	0.030101985	0.027131815	0.027982161	0.026296404	0.027278418	0.027082345
0.026612783	0.025721083	0.028042705	0.027045871	0.027146	0.027158158	0.026833301	0.027135898	0.026259246	0.029400098
0.026840449	0.026196361	0.028851742	0.025974499	0.027297666	0.038350492	0.02812774	0.025760734	0.027994908	0.025825542
0.027746771	0.030319408	0.026243109	0.029248499	0.027380673	0.026144994	0.026320005	0.026856763	0.027723733	0.026459453
0.028511428	0.027663928	0.028139366	0.030216056	0.027495789	0.029445297	0.026229183	0.02724938	0.027421777	0.02817884
0.026528303	0.02641549	0.028993592	0.026860691	0.029576648	0.031942993	0.027875241	0.02593948	0.027746404	0.027330113
0.027117454	0.025513312	0.028845994	0.038922565	0.027508289	0.030463014	0.027067669	0.028554593	0.028069133	0.025715022
0.026199093	0.031965353	0.026945864	0.027782296	0.028269649	0.026118826	0.027156949	0.027613644	0.02769492	0.02713419
0.026801527	0.02658345	0.028133289	0.030772632	0.026748357	0.026064619	0.027623566	0.026236328	0.02647316	0.030925371
0.026850823	0.027543069	0.028475965	0.025742629	0.027340885	0.02585443	0.029469405	0.026137258	0.026946168	0.025926342
0.025564773	0.02824844	0.027259108	0.025654294	0.026176537	0.029575491	0.026904253	0.034850378	0.027006969	0.025907689
0.024966346	0.026011792	0.026694363	0.026796541	0.026496439	0.025092151	0.026855299	0.026781001	0.026577636	0.02738312
0.025447867	0.028682702	0.028160437	0.026283975	0.025576645	0.025429374	0.027031348	0.025681001	0.025757578	0.029607184
0.025327965	0.02634725	0.025717935	0.02602243	0.0262898	0.025891756	0.026767049	0.029802231	0.026355155	0.029744473
0.0259404	0.02676611	0.026731401	0.038718716	0.027526077	0.029243203	0.026449078	0.029026186	0.025897762	0.025348283
